pi,p,b,r
-0.6858288770053477,0.1323529411764706,0.8181818181818182,-0.7352941176470589
-0.85,0.15,1.0,-0.7
-0.6666666666666666,0.08333333333333333,0.75,-0.8333333333333334
-0.5376344086021505,0.12903225806451613,0.6666666666666666,-0.7419354838709677
-0.8372093023255813,0.16279069767441862,1.0,-0.6744186046511628
-0.7777777777777778,0.2222222222222222,1.0,-0.5555555555555556
-0.542483660130719,0.23529411764705882,0.7777777777777778,-0.5294117647058824
-0.7035714285714285,0.17142857142857143,0.875,-0.6571428571428571
-0.25,0.25,0.5,-0.5
-0.9545454545454546,0.045454545454545456,1.0,-0.9090909090909091
-0.88,0.12,1.0,-0.76
-0.9130434782608696,0.08695652173913043,1.0,-0.8260869565217391
-0.8461538461538461,0.15384615384615385,1.0,-0.6923076923076923
-0.9090909090909091,0.09090909090909091,1.0,-0.8181818181818181
-1.0,0.0,1.0,-1.0
-0.9230769230769231,0.07692307692307693,1.0,-0.8461538461538461
-0.7321428571428571,0.125,0.8571428571428571,-0.75
-0.625,0.375,1.0,-0.25
-0.4,0.6,1.0,0.19999999999999996
1.0,1.0,0.0,-1.0
0.9583333333333334,1.0,0.041666666666666664,-0.9166666666666666
0.9,1.0,0.1,-0.8
0.4523809523809524,0.5,0.047619047619047616,-0.9047619047619048
-0.375,0.125,0.5,-0.75
0.25,0.25,0.0,-1.0
0.0024038461538461453,0.15625,0.15384615384615385,-0.6923076923076923
0.01090909090909091,0.09090909090909091,0.08,-0.84
0.10074626865671643,0.25,0.14925373134328357,-0.7014925373134329
0.08333333333333334,0.25,0.16666666666666666,-0.6666666666666667
0.15714285714285714,0.3,0.14285714285714285,-0.7142857142857143
-0.5,0.0,0.5,-1.0
-0.019480519480519487,0.07142857142857142,0.09090909090909091,-0.8571428571428572
0.16666666666666666,0.3,0.13333333333333333,-0.7333333333333334
-0.33333333333333337,0.16666666666666666,0.5,-0.6666666666666667
-0.2142857142857143,0.2857142857142857,0.5,-0.4285714285714286
-0.07211538461538461,0.11538461538461539,0.1875,-0.7692307692307692
-0.7142857142857143,0.2857142857142857,1.0,-0.4285714285714286
-0.19047619047619047,0.14285714285714285,0.3333333333333333,-0.7142857142857143
-0.4375,0.0625,0.5,-0.875
-0.5168831168831168,0.05454545454545454,0.5714285714285714,-0.8909090909090909
0.04999999999999999,0.15,0.1,-0.8
0.0,0.14285714285714285,0.14285714285714285,-0.7142857142857143
0.11428571428571432,0.4,0.2857142857142857,-0.4285714285714286
-0.25,0.25,0.5,-0.5
-0.14210526315789473,0.15789473684210525,0.3,-0.6842105263157895
-1.0,0.0,1.0,-1.0
-0.14285714285714285,0.0,0.14285714285714285,-1.0
-0.2142857142857143,0.2857142857142857,0.5,-0.4285714285714286
-0.10052910052910052,0.18518518518518517,0.2857142857142857,-0.6296296296296297
-0.23333333333333336,0.16666666666666666,0.4,-0.6666666666666667
-0.07352941176470587,0.17647058823529413,0.25,-0.6470588235294117
-0.2709739633558342,0.08196721311475409,0.35294117647058826,-0.8360655737704918
-0.1876923076923077,0.12,0.3076923076923077,-0.76
-0.18888888888888888,0.1111111111111111,0.3,-0.7777777777777778
-0.5512820512820512,0.11538461538461539,0.6666666666666666,-0.7692307692307692
-0.49275362318840576,0.17391304347826086,0.6666666666666666,-0.6521739130434783
-0.26666666666666666,0.06666666666666667,0.3333333333333333,-0.8666666666666667
-0.2706766917293233,0.15789473684210525,0.42857142857142855,-0.6842105263157895
-0.40476190476190477,0.09523809523809523,0.5,-0.8095238095238095
0.08333333333333331,0.3333333333333333,0.25,-0.5
-0.3174603174603175,0.23809523809523808,0.5555555555555556,-0.5238095238095238
-0.5,0.0,0.5,-1.0
-0.8888888888888888,0.1111111111111111,1.0,-0.7777777777777778
-0.0444444444444444,0.4,0.4444444444444444,-0.19999999999999996
-0.32727272727272727,0.2727272727272727,0.6,-0.4545454545454546
-0.3375,0.0625,0.4,-0.875
-0.2142857142857143,0.2857142857142857,0.5,-0.4285714285714286
-0.4,0.1,0.5,-0.8
-0.4027777777777778,0.2222222222222222,0.625,-0.5555555555555556
-0.5614035087719298,0.10526315789473684,0.6666666666666666,-0.7894736842105263
-0.8,0.2,1.0,-0.6
-0.4421052631578947,0.15789473684210525,0.6,-0.6842105263157895
-0.5791505791505791,0.13513513513513514,0.7142857142857143,-0.7297297297297297
-0.09999999999999998,0.4,0.5,-0.19999999999999996
-0.4214285714285714,0.17857142857142858,0.6,-0.6428571428571428
-0.8636363636363636,0.13636363636363635,1.0,-0.7272727272727273
-0.2142857142857143,0.2857142857142857,0.5,-0.4285714285714286
-0.5466666666666666,0.12,0.6666666666666666,-0.76
-0.35714285714285715,0.14285714285714285,0.5,-0.7142857142857143
-0.3714285714285714,0.2,0.5714285714285714,-0.6
-0.536231884057971,0.13043478260869565,0.6666666666666666,-0.7391304347826086
-0.34615384615384615,0.15384615384615385,0.5,-0.6923076923076923
-0.9166666666666666,0.08333333333333333,1.0,-0.8333333333333334
-0.7894736842105263,0.21052631578947367,1.0,-0.5789473684210527
-0.09999999999999998,0.4,0.5,-0.19999999999999996
-0.64,0.16,0.8,-0.6799999999999999
-0.7777777777777778,0.2222222222222222,1.0,-0.5555555555555556
-0.875,0.125,1.0,-0.75
-0.8823529411764706,0.11764705882352941,1.0,-0.7647058823529411
-0.6949806949806949,0.16216216216216217,0.8571428571428571,-0.6756756756756757
-0.9666666666666667,0.03333333333333333,1.0,-0.9333333333333333
-0.96,0.04,1.0,-0.92
-0.9230769230769231,0.07692307692307693,1.0,-0.8461538461538461
-0.5592105263157895,0.3157894736842105,0.875,-0.368421052631579
-0.41666666666666663,0.25,0.6666666666666666,-0.5
-0.3888888888888889,0.1111111111111111,0.5,-0.7777777777777778
-0.7142857142857143,0.2857142857142857,1.0,-0.4285714285714286
-0.8888888888888888,0.1111111111111111,1.0,-0.7777777777777778
-0.868421052631579,0.13157894736842105,1.0,-0.736842105263158
-0.8974358974358975,0.10256410256410256,1.0,-0.7948717948717949
-0.16666666666666669,0.3333333333333333,0.5,-0.33333333333333337
-0.9411764705882353,0.058823529411764705,1.0,-0.8823529411764706
-0.8125,0.1875,1.0,-0.625
-1.0,0.0,1.0,-1.0
-0.7647058823529411,0.23529411764705882,1.0,-0.5294117647058824
-0.9090909090909091,0.09090909090909091,1.0,-0.8181818181818181
-0.625,0.125,0.75,-0.75
-1.0,0.0,1.0,-1.0
0.5,0.5,0.0,-1.0
0.31746031746031744,0.3333333333333333,0.015873015873015872,-0.9682539682539683
0.0625,0.0625,0.0,-1.0
0.1111111111111111,0.1111111111111111,0.0,-1.0
-0.26666666666666666,0.06666666666666667,0.3333333333333333,-0.8666666666666667
0.0823529411764706,0.2,0.11764705882352941,-0.7647058823529411
0.2,0.4,0.2,-0.6
-0.3142857142857143,0.2857142857142857,0.6,-0.4285714285714286
-0.075,0.05,0.125,-0.9
0.12962962962962962,0.16666666666666666,0.037037037037037035,-0.9259259259259259
0.014999999999999986,0.175,0.16,-0.6799999999999999
-0.037037037037037035,0.2222222222222222,0.25925925925925924,-0.5555555555555556
-0.00735294117647059,0.11764705882352941,0.125,-0.7647058823529411
0.047619047619047616,0.3333333333333333,0.2857142857142857,-0.4285714285714286
-0.2692307692307692,0.23076923076923078,0.5,-0.5384615384615384
-0.028846153846153855,0.125,0.15384615384615385,-0.75
-0.8333333333333334,0.16666666666666666,1.0,-0.6666666666666667
0.2,0.2,0.0,-1.0
-0.04779411764705882,0.1875,0.23529411764705882,-0.625
0.1076923076923077,0.3076923076923077,0.2,-0.6
-0.036199095022624445,0.11764705882352941,0.15384615384615385,-0.7647058823529411
0.09999999999999998,0.3,0.2,-0.6
0.2,0.2,0.0,-1.0
-0.16666666666666666,0.0,0.16666666666666666,-1.0
-0.33333333333333337,0.16666666666666666,0.5,-0.6666666666666667
0.03743315508021389,0.2727272727272727,0.23529411764705882,-0.5294117647058824
-0.6344086021505376,0.03225806451612903,0.6666666666666666,-0.935483870967742
-0.3703703703703704,0.18518518518518517,0.5555555555555556,-0.6296296296296297
-0.1691919191919192,0.19444444444444445,0.36363636363636365,-0.6111111111111112
-0.35714285714285715,0.14285714285714285,0.5,-0.7142857142857143
-0.875,0.125,1.0,-0.75
-0.43589743589743585,0.23076923076923078,0.6666666666666666,-0.5384615384615384
0.030303030303030304,0.16666666666666666,0.13636363636363635,-0.7272727272727273
-0.10999999999999999,0.14,0.25,-0.72
-0.28698752228163993,0.24242424242424243,0.5294117647058824,-0.5151515151515151
-0.4363636363636364,0.36363636363636365,0.8,-0.2727272727272727
-0.362962962962963,0.037037037037037035,0.4,-0.9259259259259259
-0.3717948717948718,0.1282051282051282,0.5,-0.7435897435897436
-0.3251231527093596,0.10344827586206896,0.42857142857142855,-0.7931034482758621
-0.3176470588235294,0.1323529411764706,0.45,-0.7352941176470589
-0.6166666666666666,0.05,0.6666666666666666,-0.9
-0.3888888888888889,0.1111111111111111,0.5,-0.7777777777777778
-0.02777777777777779,0.2222222222222222,0.25,-0.5555555555555556
-0.5923344947735192,0.12195121951219512,0.7142857142857143,-0.7560975609756098
-0.24615384615384617,0.15384615384615385,0.4,-0.6923076923076923
-0.38,0.12,0.5,-0.76
-0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.33333333333333337
-0.3311688311688311,0.21428571428571427,0.5454545454545454,-0.5714285714285714
-0.9230769230769231,0.07692307692307693,1.0,-0.8461538461538461
-0.2692307692307692,0.23076923076923078,0.5,-0.5384615384615384
-0.5424107142857143,0.171875,0.7142857142857143,-0.65625
-0.44666666666666666,0.22,0.6666666666666666,-0.56
-0.35185185185185186,0.14814814814814814,0.5,-0.7037037037037037
-0.8125,0.1875,1.0,-0.625
-0.5034013605442177,0.16326530612244897,0.6666666666666666,-0.6734693877551021
-0.45833333333333337,0.16666666666666666,0.625,-0.6666666666666667
-0.325,0.075,0.4,-0.85
-0.5,0.0,0.5,-1.0
-0.75,0.25,1.0,-0.5
-0.49473684210526314,0.10526315789473684,0.6,-0.7894736842105263
-0.5047619047619047,0.09523809523809523,0.6,-0.8095238095238095
-0.47916666666666663,0.1875,0.6666666666666666,-0.625
-0.3609022556390977,0.21052631578947367,0.5714285714285714,-0.5789473684210527
-0.8,0.2,1.0,-0.6
-0.6,0.15,0.75,-0.7
-0.5416666666666666,0.125,0.6666666666666666,-0.75
-0.6095238095238096,0.19047619047619047,0.8,-0.6190476190476191
-0.6,0.4,1.0,-0.19999999999999996
-0.8461538461538461,0.15384615384615385,1.0,-0.6923076923076923
-0.75,0.25,1.0,-0.5
-0.5,0.0,0.5,-1.0
-0.5277777777777778,0.2222222222222222,0.75,-0.5555555555555556
-0.5827186512118019,0.1095890410958904,0.6923076923076923,-0.7808219178082192
-0.9032258064516129,0.0967741935483871,1.0,-0.8064516129032258
-0.63,0.12,0.75,-0.76
-0.8333333333333334,0.16666666666666666,1.0,-0.6666666666666667
-0.8125,0.1875,1.0,-0.625
-0.5,0.16666666666666666,0.6666666666666666,-0.6666666666666667
-0.6027777777777777,0.09722222222222222,0.7,-0.8055555555555556
-0.5128205128205128,0.15384615384615385,0.6666666666666666,-0.6923076923076923
-0.8461538461538461,0.15384615384615385,1.0,-0.6923076923076923
-0.875,0.125,1.0,-0.75
-0.5,0.16666666666666666,0.6666666666666666,-0.6666666666666667
-0.875,0.125,1.0,-0.75
-0.8461538461538461,0.15384615384615385,1.0,-0.6923076923076923
-0.8333333333333334,0.16666666666666666,1.0,-0.6666666666666667
-0.875,0.125,1.0,-0.75
-0.8571428571428572,0.14285714285714285,1.0,-0.7142857142857143
-0.7,0.3,1.0,-0.4
-0.8857142857142857,0.11428571428571428,1.0,-0.7714285714285715
0.25,0.25,0.0,-1.0
0.5,0.5,0.0,-1.0
0.125,0.125,0.0,-1.0
0.21904761904761905,0.2857142857142857,0.06666666666666667,-0.8666666666666667
-0.2660753880266076,0.0975609756097561,0.36363636363636365,-0.8048780487804879
0.08974358974358973,0.16666666666666666,0.07692307692307693,-0.8461538461538461
0.08333333333333333,0.08333333333333333,0.0,-1.0
0.3333333333333333,0.3333333333333333,0.0,-1.0
0.3310344827586207,0.4,0.06896551724137931,-0.8620689655172413
-0.2,0.0,0.2,-1.0
-0.26857142857142857,0.16,0.42857142857142855,-0.6799999999999999
-0.13181818181818183,0.05,0.18181818181818182,-0.9
0.00888888888888889,0.12,0.1111111111111111,-0.7777777777777778
0.0,0.1111111111111111,0.1111111111111111,-0.7777777777777778
0.11081081081081079,0.3,0.1891891891891892,-0.6216216216216216
-0.11666666666666668,0.08333333333333333,0.2,-0.8333333333333334
-0.3333333333333333,0.0,0.3333333333333333,-1.0
1.0,1.0,0.0,-1.0
-0.4166666666666667,0.08333333333333333,0.5,-0.8333333333333334
-0.022556390977443608,0.21428571428571427,0.23684210526315788,-0.5714285714285714
-0.26406926406926406,0.19047619047619047,0.45454545454545453,-0.6190476190476191
-0.19999999999999998,0.13333333333333333,0.3333333333333333,-0.7333333333333334
-0.09615384615384615,0.15384615384615385,0.25,-0.6923076923076923
0.023809523809523808,0.16666666666666666,0.14285714285714285,-0.7142857142857143
-0.36363636363636365,0.13636363636363635,0.5,-0.7272727272727273
-0.14229249011857706,0.13043478260869565,0.2727272727272727,-0.7391304347826086
-1.0,0.0,1.0,-1.0
-0.2947368421052632,0.10526315789473684,0.4,-0.7894736842105263
-0.33333333333333337,0.16666666666666666,0.5,-0.6666666666666667
-0.1473684210526316,0.05263157894736842,0.2,-0.8947368421052632
-0.23529411764705882,0.23529411764705882,0.47058823529411764,-0.5294117647058824
-0.9523809523809523,0.047619047619047616,1.0,-0.9047619047619048
-0.13978494623655913,0.1935483870967742,0.3333333333333333,-0.6129032258064516
0.7142857142857143,1.0,0.2857142857142857,-0.4285714285714286
-0.19747899159663865,0.21428571428571427,0.4117647058823529,-0.5714285714285714
-0.21241830065359477,0.17647058823529413,0.3888888888888889,-0.6470588235294117
-0.75,0.08333333333333333,0.8333333333333334,-0.8333333333333334
-0.17077798861480076,0.06451612903225806,0.23529411764705882,-0.8709677419354839
-0.3,0.2,0.5,-0.6
-0.15,0.15,0.3,-0.7
-0.4484848484848485,0.15151515151515152,0.6,-0.696969696969697
0.1111111111111111,0.3333333333333333,0.2222222222222222,-0.5555555555555556
-0.35714285714285715,0.14285714285714285,0.5,-0.7142857142857143
-0.275,0.125,0.4,-0.75
0.025000000000000022,0.4,0.375,-0.25
-0.4254385964912281,0.15789473684210525,0.5833333333333334,-0.6842105263157895
0.8,1.0,0.2,-0.6
-0.4696969696969697,0.16666666666666666,0.6363636363636364,-0.6666666666666667
-0.2,0.3,0.5,-0.4
-0.05357142857142855,0.375,0.42857142857142855,-0.25
-0.22608695652173916,0.17391304347826086,0.4,-0.6521739130434783
-0.44761904761904764,0.26666666666666666,0.7142857142857143,-0.4666666666666667
-0.6071428571428572,0.14285714285714285,0.75,-0.7142857142857143
-0.35,0.25,0.6,-0.5
-0.16722408026755856,0.21739130434782608,0.38461538461538464,-0.5652173913043479
-0.3363636363636363,0.36363636363636365,0.7,-0.2727272727272727
-0.3888888888888889,0.1111111111111111,0.5,-0.7777777777777778
-0.4365079365079365,0.11904761904761904,0.5555555555555556,-0.7619047619047619
-0.8181818181818181,0.18181818181818182,1.0,-0.6363636363636364
-0.3571428571428571,0.21428571428571427,0.5714285714285714,-0.5714285714285714
-0.3846153846153846,0.11538461538461539,0.5,-0.7692307692307692
-0.625,0.125,0.75,-0.75
-0.16666666666666669,0.3333333333333333,0.5,-0.33333333333333337
-0.39999999999999997,0.2,0.6,-0.6
-0.4027777777777778,0.2222222222222222,0.625,-0.5555555555555556
-0.4444444444444444,0.2222222222222222,0.6666666666666666,-0.5555555555555556
-0.26666666666666666,0.3333333333333333,0.6,-0.33333333333333337
-0.5,0.0,0.5,-1.0
-0.36898395721925126,0.17647058823529413,0.5454545454545454,-0.6470588235294117
-0.5634920634920635,0.21428571428571427,0.7777777777777778,-0.5714285714285714
-0.5470085470085471,0.23076923076923078,0.7777777777777778,-0.5384615384615384
-0.42042042042042044,0.13513513513513514,0.5555555555555556,-0.7297297297297297
-0.7777777777777778,0.2222222222222222,1.0,-0.5555555555555556
-0.47943595769682723,0.21621621621621623,0.6956521739130435,-0.5675675675675675
-0.9487179487179487,0.05128205128205128,1.0,-0.8974358974358975
-0.5892857142857143,0.125,0.7142857142857143,-0.75
-0.4266409266409267,0.21621621621621623,0.6428571428571429,-0.5675675675675675
-0.3055555555555556,0.25,0.5555555555555556,-0.5
-0.7695652173913043,0.13043478260869565,0.9,-0.7391304347826086
-0.6923076923076923,0.3076923076923077,1.0,-0.3846153846153846
-0.5,0.25,0.75,-0.5
-0.6458333333333334,0.1875,0.8333333333333334,-0.625
-0.5555555555555556,0.4444444444444444,1.0,-0.11111111111111116
-0.625,0.375,1.0,-0.25
-0.5714285714285714,0.14285714285714285,0.7142857142857143,-0.7142857142857143
-0.8285714285714285,0.17142857142857143,1.0,-0.6571428571428571
-0.8,0.2,1.0,-0.6
-0.7777777777777778,0.2222222222222222,1.0,-0.5555555555555556
-0.6818181818181819,0.15151515151515152,0.8333333333333334,-0.696969696969697
-0.7142857142857143,0.2857142857142857,1.0,-0.4285714285714286
-0.9047619047619048,0.09523809523809523,1.0,-0.8095238095238095
-0.9117647058823529,0.08823529411764706,1.0,-0.8235294117647058
-0.8,0.2,1.0,-0.6
-0.8571428571428572,0.14285714285714285,1.0,-0.7142857142857143
-1.0,0.0,1.0,-1.0
0.16666666666666666,0.16666666666666666,0.0,-1.0
0.16666666666666666,0.16666666666666666,0.0,-1.0
1.0,1.0,0.0,-1.0
0.2,0.2,0.0,-1.0
0.07560975609756099,0.1,0.024390243902439025,-0.9512195121951219
0.10606060606060605,0.2727272727272727,0.16666666666666666,-0.6666666666666667
0.1422222222222222,0.2222222222222222,0.08,-0.84
-0.02024291497975711,0.21052631578947367,0.23076923076923078,-0.5789473684210527
0.125,0.125,0.0,-1.0
0.125,0.25,0.125,-0.75
0.20833333333333334,0.375,0.16666666666666666,-0.6666666666666667
0.07070707070707072,0.18181818181818182,0.1111111111111111,-0.7777777777777778
-0.16666666666666669,0.08333333333333333,0.25,-0.8333333333333334
0.04807692307692307,0.125,0.07692307692307693,-0.8461538461538461
0.17857142857142855,0.2857142857142857,0.10714285714285714,-0.7857142857142857
0.125,0.125,0.0,-1.0
0.12019230769230771,0.3076923076923077,0.1875,-0.625
-0.5,0.0,0.5,-1.0
0.08333333333333333,0.08333333333333333,0.0,-1.0
-0.7267080745341614,0.13043478260869565,0.8571428571428571,-0.7391304347826086
0.18888888888888888,0.3,0.1111111111111111,-0.7777777777777778
-0.04807692307692307,0.07692307692307693,0.125,-0.8461538461538461
-0.10256410256410253,0.23076923076923078,0.3333333333333333,-0.5384615384615384
-0.4230769230769231,0.07692307692307693,0.5,-0.8461538461538461
-0.8,0.2,1.0,-0.6
-0.16363636363636364,0.2,0.36363636363636365,-0.6
0.39473684210526316,0.5,0.10526315789473684,-0.7894736842105263
-0.5,0.0,0.5,-1.0
0.0357142857142857,0.2857142857142857,0.25,-0.5
-0.3939393939393939,0.2727272727272727,0.6666666666666666,-0.4545454545454546
-0.2857142857142857,0.047619047619047616,0.3333333333333333,-0.9047619047619048
-0.43333333333333335,0.06666666666666667,0.5,-0.8666666666666667
-1.0,0.0,1.0,-1.0
-0.4772727272727273,0.2727272727272727,0.75,-0.4545454545454546
-0.3888888888888889,0.1111111111111111,0.5,-0.7777777777777778
-1.0,0.0,1.0,-1.0
-0.3684210526315789,0.15789473684210525,0.5263157894736842,-0.6842105263157895
-0.75,0.25,1.0,-0.5
-0.5087209302325582,0.11627906976744186,0.625,-0.7674418604651163
-0.24675324675324672,0.18181818181818182,0.42857142857142855,-0.6363636363636364
-0.4,0.1,0.5,-0.8
-0.3857142857142857,0.21428571428571427,0.6,-0.5714285714285714
-0.5192307692307692,0.23076923076923078,0.75,-0.5384615384615384
-0.8571428571428572,0.14285714285714285,1.0,-0.7142857142857143
-0.33862433862433866,0.18518518518518517,0.5238095238095238,-0.6296296296296297
-0.4722222222222222,0.19444444444444445,0.6666666666666666,-0.6111111111111112
-0.403030303030303,0.23333333333333334,0.6363636363636364,-0.5333333333333333
-0.29829545454545453,0.15625,0.45454545454545453,-0.6875
-0.44565217391304346,0.30434782608695654,0.75,-0.3913043478260869
-0.4916666666666667,0.13333333333333333,0.625,-0.7333333333333334
-1.0,0.0,1.0,-1.0
-0.8181818181818181,0.18181818181818182,1.0,-0.6363636363636364
-0.5151515151515151,0.15151515151515152,0.6666666666666666,-0.696969696969697
-1.0,0.0,1.0,-1.0
-0.49665551839464883,0.1956521739130435,0.6923076923076923,-0.6086956521739131
-0.9375,0.0625,1.0,-0.875
-0.41666666666666663,0.25,0.6666666666666666,-0.5
-0.9375,0.0625,1.0,-0.875
-0.8695652173913043,0.13043478260869565,1.0,-0.7391304347826086
-0.8333333333333334,0.16666666666666666,1.0,-0.6666666666666667
-0.5555555555555556,0.2777777777777778,0.8333333333333334,-0.4444444444444444
-0.8125,0.1875,1.0,-0.625
-0.43076923076923074,0.2692307692307692,0.7,-0.46153846153846156
-0.1111111111111111,0.3333333333333333,0.4444444444444444,-0.33333333333333337
-0.6783625730994152,0.21052631578947367,0.8888888888888888,-0.5789473684210527
-0.38095238095238093,0.2857142857142857,0.6666666666666666,-0.4285714285714286
-0.8235294117647058,0.17647058823529413,1.0,-0.6470588235294117
-0.9210526315789473,0.07894736842105263,1.0,-0.8421052631578947
-0.5750000000000001,0.225,0.8,-0.55
-0.6275510204081632,0.12244897959183673,0.75,-0.7551020408163265
-0.4444444444444444,0.2222222222222222,0.6666666666666666,-0.5555555555555556
-1.0,0.0,1.0,-1.0
-0.49230769230769234,0.3076923076923077,0.8,-0.3846153846153846
-0.8571428571428572,0.14285714285714285,1.0,-0.7142857142857143
-0.58125,0.21875,0.8,-0.5625
-0.8333333333333334,0.16666666666666666,1.0,-0.6666666666666667
-0.5075757575757576,0.24242424242424243,0.75,-0.5151515151515151
-0.9285714285714286,0.07142857142857142,1.0,-0.8571428571428572
-0.7386363636363636,0.13636363636363635,0.875,-0.7272727272727273
-0.8666666666666667,0.13333333333333333,1.0,-0.7333333333333334
-0.5,0.25,0.75,-0.5
-0.55,0.2,0.75,-0.6
-0.7777777777777778,0.2222222222222222,1.0,-0.5555555555555556
-0.6,0.4,1.0,-0.19999999999999996
-0.8809523809523809,0.11904761904761904,1.0,-0.7619047619047619
-0.75,0.25,1.0,-0.5
-0.9310344827586207,0.06896551724137931,1.0,-0.8620689655172413
-0.6521739130434783,0.34782608695652173,1.0,-0.30434782608695654
-0.84,0.16,1.0,-0.6799999999999999
-0.8181818181818181,0.18181818181818182,1.0,-0.6363636363636364
-0.9230769230769231,0.07692307692307693,1.0,-0.8461538461538461
-0.8571428571428572,0.14285714285714285,1.0,-0.7142857142857143
0.25,0.25,0.0,-1.0
0.1,0.1,0.0,-1.0
0.12962962962962962,0.16666666666666666,0.037037037037037035,-0.9259259259259259
0.5,0.5,0.0,-1.0
0.34444444444444444,0.4,0.05555555555555555,-0.8888888888888888
-0.14285714285714285,0.14285714285714285,0.2857142857142857,-0.7142857142857143
0.25,0.25,0.0,-1.0
0.28985507246376807,0.3333333333333333,0.043478260869565216,-0.9130434782608696
-0.25,0.25,0.5,-0.5
0.24210526315789477,0.4,0.15789473684210525,-0.6842105263157895
0.051282051282051266,0.16666666666666666,0.11538461538461539,-0.7692307692307692
0.24166666666666667,0.375,0.13333333333333333,-0.7333333333333334
0.09856035437430785,0.23809523809523808,0.13953488372093023,-0.7209302325581395
-0.8571428571428572,0.14285714285714285,1.0,-0.7142857142857143
-0.018181818181818188,0.18181818181818182,0.2,-0.6363636363636364
-0.028070175438596495,0.10526315789473684,0.13333333333333333,-0.7894736842105263
0.0,0.16666666666666666,0.16666666666666666,-0.6666666666666667
-0.35714285714285715,0.14285714285714285,0.5,-0.7142857142857143
0.21428571428571427,0.2857142857142857,0.07142857142857142,-0.8571428571428572
0.0641025641025641,0.16666666666666666,0.10256410256410256,-0.7948717948717949
0.06410256410256412,0.23076923076923078,0.16666666666666666,-0.6666666666666667
-0.10606060606060605,0.16666666666666666,0.2727272727272727,-0.6666666666666667
-0.19047619047619047,0.14285714285714285,0.3333333333333333,-0.7142857142857143
-0.08095238095238094,0.13333333333333333,0.21428571428571427,-0.7333333333333334
0.05,0.05,0.0,-1.0
-0.05194805194805194,0.09090909090909091,0.14285714285714285,-0.8181818181818181
-0.375,0.125,0.5,-0.75
0.015384615384615385,0.4,0.38461538461538464,-0.23076923076923073
-0.7777777777777778,0.2222222222222222,1.0,-0.5555555555555556
0.1607142857142857,0.2857142857142857,0.125,-0.75
-0.39473684210526316,0.10526315789473684,0.5,-0.7894736842105263
-0.02651515151515152,0.18181818181818182,0.20833333333333334,-0.6363636363636364
-0.20121951219512196,0.04878048780487805,0.25,-0.9024390243902439
-0.3333333333333333,0.0,0.3333333333333333,-1.0
-0.38235294117647056,0.11764705882352941,0.5,-0.7647058823529411
0.10000000000000003,0.4,0.3,-0.4
0.8571428571428572,1.0,0.14285714285714285,-0.7142857142857143
-0.3381642512077295,0.21739130434782608,0.5555555555555556,-0.5652173913043479
-0.5,0.0,0.5,-1.0
-0.034965034965035,0.2727272727272727,0.3076923076923077,-0.4545454545454546
-0.20738636363636365,0.15625,0.36363636363636365,-0.6875
-0.3888888888888889,0.1111111111111111,0.5,-0.7777777777777778
-0.2731182795698925,0.1935483870967742,0.4666666666666667,-0.6129032258064516
-0.16666666666666669,0.3333333333333333,0.5,-0.33333333333333337
-0.4848484848484848,0.18181818181818182,0.6666666666666666,-0.6363636363636364
-0.28787878787878785,0.16666666666666666,0.45454545454545453,-0.6666666666666667
-1.0,0.0,1.0,-1.0
-0.5,0.16666666666666666,0.6666666666666666,-0.6666666666666667
-0.45714285714285713,0.14285714285714285,0.6,-0.7142857142857143
-0.3095238095238095,0.35714285714285715,0.6666666666666666,-0.2857142857142857
-0.8928571428571429,0.10714285714285714,1.0,-0.7857142857142857
-0.32371794871794873,0.2916666666666667,0.6153846153846154,-0.41666666666666663
-0.3714285714285714,0.2,0.5714285714285714,-0.6
-0.3181818181818182,0.18181818181818182,0.5,-0.6363636363636364
-0.44999999999999996,0.25,0.7,-0.5
-0.8333333333333334,0.16666666666666666,1.0,-0.6666666666666667
-0.33333333333333337,0.16666666666666666,0.5,-0.6666666666666667
-0.39705882352941174,0.35294117647058826,0.75,-0.2941176470588235
-0.2142857142857143,0.2857142857142857,0.5,-0.4285714285714286
-0.6851851851851852,0.14814814814814814,0.8333333333333334,-0.7037037037037037
-0.5166666666666666,0.15,0.6666666666666666,-0.7
-0.45714285714285713,0.14285714285714285,0.6,-0.7142857142857143
-0.5,0.0,0.5,-1.0
-0.6719576719576719,0.18518518518518517,0.8571428571428571,-0.6296296296296297
-0.2,0.2,0.4,-0.6
-0.875,0.125,1.0,-0.75
-0.9130434782608696,0.08695652173913043,1.0,-0.8260869565217391
-0.9090909090909091,0.09090909090909091,1.0,-0.8181818181818181
-0.3395225464190982,0.27586206896551724,0.6153846153846154,-0.4482758620689655
-0.8333333333333334,0.16666666666666666,1.0,-0.6666666666666667
-0.9047619047619048,0.09523809523809523,1.0,-0.8095238095238095
-0.376984126984127,0.17857142857142858,0.5555555555555556,-0.6428571428571428
-0.5,0.3,0.8,-0.4
-0.3142857142857143,0.4,0.7142857142857143,-0.19999999999999996
-0.39751552795031053,0.17391304347826086,0.5714285714285714,-0.6521739130434783
-0.09999999999999998,0.5,0.6,0.0
-0.55,0.2,0.75,-0.6
-0.6666666666666666,0.08333333333333333,0.75,-0.8333333333333334
-1.0,0.0,1.0,-1.0
-0.8333333333333334,0.16666666666666666,1.0,-0.6666666666666667
-0.75,0.25,1.0,-0.5
